COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,LATEST_REGISTERED TO TEST_MATH,LATEST_NOT TESTED ** (See Below)_MATH,LATEST_VALID SCORES_MATH,LATEST_MEAN SCALE SCORE_MATH,LATEST_L1 PERCENT_MATH,LATEST_L2 PERCENT_MATH,LATEST_L3 PERCENT_MATH,LATEST_L4 PERCENT_MATH,LATEST_L5 PERCENT_MATH,GRADE,LATEST_REGISTERED TO TEST_LA,LATEST_NOT TESTED ** (See Below)_LA,LATEST_VALID SCORES_LA,LATEST_MEAN SCALE SCORE_LA,LATEST_L1 PERCENT_LA,LATEST_L2 PERCENT_LA,LATEST_L3 PERCENT_LA,LATEST_L4 PERCENT_LA,LATEST_L5 PERCENT_LA
29,OCEAN,2480,LACEY TWP,53.0,LACEY TOWNSHIP MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,191,715,27.7,34,27.2,11,0,8,309,11,298,740,15.1,17.1,26.2,37.9,3.7
29,OCEAN,2480,LACEY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,191,715,27.7,34,27.2,11,0,8,309,11,298,740,15.1,17.1,26.2,37.9,3.7
29,OCEAN,2500,LAKEHURST BORO,50.0,LAKEHURST ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,27,698,44.4,33.3,22.2,0,0,8,*,*,36,721,19.4,38.9,19.4,22.2,0
29,OCEAN,2500,LAKEHURST BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,27,698,44.4,33.3,22.2,0,0,8,*,*,36,721,19.4,38.9,19.4,22.2,0
29,OCEAN,2520,LAKEWOOD TWP,83.0,LAKEWOOD MIDDLE SCHOOL,ND,TOTAL,ALL STUDENTS,*,*,313,712,33.2,36.1,18.2,10.9,1.6,8,317,11,306,729,19.6,27.8,25.5,23.2,3.9
29,OCEAN,2520,LAKEWOOD TWP,,DISTRICT WIDE,ND,TOTAL,ALL STUDENTS,*,*,314,712,33.4,36,18.2,10.8,1.6,8,318,11,307,729,19.9,27.7,25.4,23.1,3.9
29,OCEAN,2940,MANCHESTER TWP,45.0,MANCHESTER TOWNSHIP MIDDLE SCHOOL,B,TOTAL,ALL STUDENTS,188,19,169,733,15.4,20.7,25.4,38.5,0,8,235,22,213,740,11.3,22.1,23,38.5,5.2
29,OCEAN,2940,MANCHESTER TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,188,19,169,733,15.4,20.7,25.4,38.5,0,8,235,22,213,740,11.3,22.1,23,38.5,5.2
29,OCEAN,4105,PINELANDS REGIONAL,60.0,PINELANDS REGIONAL JUNIOR HIGH SCHOOL,B,TOTAL,ALL STUDENTS,175,11,164,721,23.8,29.3,28,18.9,0,8,244,12,232,741,12.5,15.9,28,40.1,3.4
29,OCEAN,4105,PINELANDS REGIONAL,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,175,11,164,721,23.8,29.3,28,18.9,0,8,244,12,232,741,12.5,15.9,28,40.1,3.4
29,OCEAN,4190,PLUMSTED TWP,80.0,NEW EGYPT MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,84,723,19,33.3,29.8,17.9,0,8,*,*,129,758,11.6,10.1,17.8,40.3,20.2
29,OCEAN,4190,PLUMSTED TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,84,723,19,33.3,29.8,17.9,0,8,*,*,129,758,11.6,10.1,17.8,40.3,20.2
29,OCEAN,4210,POINT PLEASANT BORO,50.0,MEMORIAL MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,103,14,89,738,7.9,13.5,42.7,36,0,8,211,20,191,767,2.1,10.5,17.8,48.7,20.9
29,OCEAN,4210,POINT PLEASANT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,103,14,89,738,7.9,13.5,42.7,36,0,8,211,20,191,767,2.1,10.5,17.8,48.7,20.9
29,OCEAN,4220,POINT PLEASANT BEACH BORO,60.0,G. HAROLD ANTRIM ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,39,742,10.3,15.4,28.2,46.2,0,8,*,*,56,753,8.9,3.6,23.2,58.9,5.4
29,OCEAN,4220,POINT PLEASANT BEACH BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,39,742,10.3,15.4,28.2,46.2,0,8,*,*,56,753,8.9,3.6,23.2,58.9,5.4
29,OCEAN,4950,SOUTHERN REGIONAL,60.0,SOUTHERN REGIONAL MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,287,25,262,725,20.2,26.7,28.2,24.4,.4,8,420,27,393,740,12.2,19.3,26.5,37.7,4.3
29,OCEAN,4950,SOUTHERN REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,287,25,262,725,20.2,26.7,28.2,24.4,.4,8,420,27,393,740,12.2,19.3,26.5,37.7,4.3
29,OCEAN,5190,TOMS RIVER REGIONAL,60.0,TOMS RIVER INTERMEDIATE SCHOOL EAST,DE,TOTAL,ALL STUDENTS,356,45,311,718,27,29.3,28.6,15.1,0,8,459,45,414,742,15,18.4,26.1,30.2,10.4
29,OCEAN,5190,TOMS RIVER REGIONAL,61.0,TOMS RIVER INTERMEDIATE SCHOOL SOUTH,DE,TOTAL,ALL STUDENTS,269,40,229,719,21,38,28.4,12.7,0,8,353,46,307,741,13,22.5,23.8,32.9,7.8
29,OCEAN,5190,TOMS RIVER REGIONAL,63.0,TOMS RIVER INTERMEDIATE SCHOOL NORTH,DE,TOTAL,ALL STUDENTS,314,22,292,725,18.5,33.9,24,23.3,.3,8,421,27,394,751,8.4,11.4,30.7,38.3,11.2
29,OCEAN,5190,TOMS RIVER REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,939,107,832,721,22.4,33.3,26.9,17.3,.1,8,1233,118,1115,745,12.1,17,27.1,33.8,10
31,PASSAIC,0420,BLOOMINGDALE BORO,50.0,WALTER T. BERGEN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,64,732,7.8,23.4,37.5,31.3,0,8,*,*,79,765,5.1,6.3,16.5,53.2,19
31,PASSAIC,0420,BLOOMINGDALE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,64,732,7.8,23.4,37.5,31.3,0,8,*,*,79,765,5.1,6.3,16.5,53.2,19
31,PASSAIC,0900,CLIFTON CITY,35.0,CHRISTOPHER COLUMBUS MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,345,721,27,27.5,23.2,22,.3,8,*,*,391,740,13,21.5,23.5,36.6,5.4
31,PASSAIC,0900,CLIFTON CITY,70.0,WOODROW WILSON MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,316,725,18.4,29.4,31.6,20.6,0,8,*,*,373,744,10.7,19.3,27.3,33,9.7
31,PASSAIC,0900,CLIFTON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,678,15,663,723,23.1,28.4,27.1,21.3,.2,8,781,15,766,742,12.1,20.4,25.3,34.7,7.4
31,PASSAIC,1920,HALEDON BORO,15.0,HALEDON PUBLIC SCHOOL,B,TOTAL,ALL STUDENTS,*,*,101,730,19.8,24.8,20.8,33.7,1,8,*,*,117,746,14.5,12.8,19.7,43.6,9.4
31,PASSAIC,1920,HALEDON BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,101,730,19.8,24.8,20.8,33.7,1,8,*,*,117,746,14.5,12.8,19.7,43.6,9.4
31,PASSAIC,2100,HAWTHORNE BORO,70.0,LINCOLN MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,155,12,143,726,15.4,32.9,32.2,19.6,0,8,200,13,187,750,7,12.3,27.8,46,7
31,PASSAIC,2100,HAWTHORNE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,155,12,143,726,15.4,32.9,32.2,19.6,0,8,200,13,187,750,7,12.3,27.8,46,7
31,PASSAIC,2700,LITTLE FALLS TWP,50.0,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 1,FG,TOTAL,ALL STUDENTS,*,*,77,745,5.2,14.3,31.2,48.1,1.3,8,*,*,100,760,3,6,21,62,8
31,PASSAIC,2700,LITTLE FALLS TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,77,745,5.2,14.3,31.2,48.1,1.3,8,*,*,100,760,3,6,21,62,8
31,PASSAIC,3640,NORTH HALEDON BORO,50.0,HIGH MOUNTAIN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,66,753,6.1,12.1,18.2,60.6,3,8,*,*,82,768,2.4,6.1,15.9,53.7,22
31,PASSAIC,3640,NORTH HALEDON BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,66,753,6.1,12.1,18.2,60.6,3,8,*,*,82,768,2.4,6.1,15.9,53.7,22
31,PASSAIC,4010,PATERSON CITY,43.0,ALEXANDER HAMILTON ACADEMY,A,TOTAL,ALL STUDENTS,*,*,39,732,12.8,23.1,41,23.1,0,8,*,*,53,759,1.9,1.9,26.4,64.2,5.7
31,PASSAIC,4010,PATERSON CITY,60.0,SCHOOL 2,A,TOTAL,ALL STUDENTS,*,*,31,717,16.1,48.4,29,6.5,0,8,*,*,43,761,4.7,11.6,18.6,48.8,16.3
31,PASSAIC,4010,PATERSON CITY,70.0,SCHOOL 3,A,TOTAL,ALL STUDENTS,*,*,30,721,23.3,33.3,33.3,10,0,8,*,*,44,748,2.3,20.5,22.7,54.5,0
31,PASSAIC,4010,PATERSON CITY,80.0,REV DR FRANK NAPIER JR SCHOOL,A,TOTAL,ALL STUDENTS,*,*,66,695,56.1,36.4,7.6,0,0,8,*,*,74,729,20.3,23,25.7,31.1,0
31,PASSAIC,4010,PATERSON CITY,100.0,SCHOOL 6/ACADEMY OF PERFORMING ARTS,A,TOTAL,ALL STUDENTS,*,*,36,704,47.2,33.3,11.1,8.3,0,8,*,*,34,720,20.6,41.2,20.6,14.7,2.9
31,PASSAIC,4010,PATERSON CITY,110.0,SCHOOL 7,A,TOTAL,ALL STUDENTS,*,*,40,694,62.5,25,12.5,0,0,8,*,*,55,726,29.1,25.5,14.5,23.6,7.3
31,PASSAIC,4010,PATERSON CITY,120.0,SCHOOL 8,A,TOTAL,ALL STUDENTS,*,*,63,713,25.4,42.9,23.8,7.9,0,8,*,*,68,710,48.5,14.7,20.6,13.2,2.9
31,PASSAIC,4010,PATERSON CITY,130.0,CHARLES J RILEY SCHOOL 9,A,TOTAL,ALL STUDENTS,*,*,88,723,19.3,27.3,37.5,15.9,0,8,*,*,119,759,5,8.4,17.6,57.1,11.8
31,PASSAIC,4010,PATERSON CITY,140.0,SCHOOL 10,A,TOTAL,ALL STUDENTS,*,*,74,695,59.5,29.7,9.5,1.4,0,8,*,*,72,712,38.9,22.2,22.2,16.7,0
31,PASSAIC,4010,PATERSON CITY,150.0,SCHOOL 11 (NEWCOMERS),A,TOTAL,ALL STUDENTS,*,*,100,690,60,26,14,0,0,8,,,,,,,,,
31,PASSAIC,4010,PATERSON CITY,160.0,SCHOOL 12,A,TOTAL,ALL STUDENTS,*,*,47,713,40.4,23.4,12.8,23.4,0,8,*,*,46,722,28.3,21.7,30.4,19.6,0
31,PASSAIC,4010,PATERSON CITY,170.0,SCHOOL 13,A,TOTAL,ALL STUDENTS,*,*,28,698,57.1,42.9,0,0,0,8,*,*,42,731,19,26.2,28.6,21.4,4.8
31,PASSAIC,4010,PATERSON CITY,220.0,SCHOOL 18,A,TOTAL,ALL STUDENTS,*,*,70,726,12.9,35.7,31.4,20,0,8,*,*,87,743,6.9,19.5,31,41.4,1.1
31,PASSAIC,4010,PATERSON CITY,240.0,SCHOOL 20,A,TOTAL,ALL STUDENTS,*,*,45,704,40,37.8,15.6,6.7,0,8,*,*,45,719,22.2,35.6,26.7,15.6,0
31,PASSAIC,4010,PATERSON CITY,250.0,SCHOOL 21,A,TOTAL,ALL STUDENTS,*,*,79,691,60.8,29.1,6.3,3.8,0,8,*,*,89,699,50.6,25.8,14.6,9,0
31,PASSAIC,4010,PATERSON CITY,270.0,SCHOOL 24,A,TOTAL,ALL STUDENTS,*,*,101,738,8.9,29.7,26.7,30.7,4,8,*,*,100,751,11,9,20,55,5
31,PASSAIC,4010,PATERSON CITY,280.0,SCHOOL 25,A,TOTAL,ALL STUDENTS,*,*,56,712,28.6,37.5,23.2,10.7,0,8,*,*,78,731,21.8,10.3,32.1,34.6,1.3
31,PASSAIC,4010,PATERSON CITY,290.0,SCHOOL 26,A,TOTAL,ALL STUDENTS,*,*,28,711,32.1,39.3,21.4,7.1,0,8,*,*,52,746,5.8,17.3,28.8,42.3,5.8
31,PASSAIC,4010,PATERSON CITY,301.0,DON BOSCO ACADEMY,A,TOTAL,ALL STUDENTS,*,*,237,703,47.3,29.5,16,6.8,.4,8,317,13,304,732,20.7,15.5,29.3,32.2,2.3
31,PASSAIC,4010,PATERSON CITY,312.0,DR. MARTIN LUTHER KING JR EDUCATIONAL COMPLEX,A,TOTAL,ALL STUDENTS,*,*,63,701,54,22.2,19,4.8,0,8,*,*,85,715,37.6,16.5,28.2,16.5,1.2
31,PASSAIC,4010,PATERSON CITY,316.0,NEW ROBERTO CLEMENTE,A,TOTAL,ALL STUDENTS,*,*,161,712,36,28.6,24.8,10.6,0,8,*,*,207,723,28.5,26.1,20.3,24.2,1
31,PASSAIC,4010,PATERSON CITY,325.0,NORMAN S WEIR,A,TOTAL,ALL STUDENTS,*,*,16,725,18.8,25,31.3,25,0,8,*,*,28,767,7.1,7.1,14.3,42.9,28.6
31,PASSAIC,4010,PATERSON CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,1535,26,1509,709,39.4,30.7,19.8,9.7,.3,8,1865,40,1825,732,23.2,17.5,22.7,31.9,4.7
31,PASSAIC,4230,POMPTON LAKES BORO,55.0,LAKESIDE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,75,720,25.3,25.3,32,17.3,0,8,*,*,121,767,2.5,12.4,13.2,48.8,23.1
31,PASSAIC,4230,POMPTON LAKES BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,75,720,25.3,25.3,32,17.3,0,8,*,*,121,767,2.5,12.4,13.2,48.8,23.1
31,PASSAIC,4270,PROSPECT PARK BORO,10.0,PROSPECT PARK SCHOOL NO. 1,B,TOTAL,ALL STUDENTS,*,*,77,729,24.7,16.9,24.7,33.8,0,8,*,*,85,755,8.2,10.6,22.4,49.4,9.4
31,PASSAIC,4270,PROSPECT PARK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,77,729,24.7,16.9,24.7,33.8,0,8,*,*,85,755,8.2,10.6,22.4,49.4,9.4
31,PASSAIC,4400,RINGWOOD BORO,53.0,MARTIN J. RYERSON SCHOOL,GH,TOTAL,ALL STUDENTS,77,13,64,736,10.9,15.6,45.3,28.1,0,8,133,14,119,754,5,10.9,23.5,52.9,7.6
31,PASSAIC,4400,RINGWOOD BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,77,13,64,736,10.9,15.6,45.3,28.1,0,8,133,14,119,754,5,10.9,23.5,52.9,7.6
31,PASSAIC,5200,TOTOWA BORO,60.0,WASHINGTON PARK SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,74,735,18.9,18.9,20.3,39.2,2.7,8,*,*,111,755,5.4,14.4,23.4,41.4,15.3
31,PASSAIC,5200,TOTOWA BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,74,735,18.9,18.9,20.3,39.2,2.7,8,*,*,111,755,5.4,14.4,23.4,41.4,15.3
31,PASSAIC,5440,WANAQUE BORO,50.0,HASKELL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,39,727,20.5,17.9,35.9,25.6,0,8,*,*,49,761,6.1,4.1,20.4,57.1,12.2
31,PASSAIC,5440,WANAQUE BORO,70.0,WANAQUE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,31,763,0,6.5,16.1,77.4,0,8,*,*,47,790,0,2.1,8.5,38.3,51.1
31,PASSAIC,5440,WANAQUE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,70,743,11.4,12.9,27.1,48.6,0,8,*,*,96,776,3.1,3.1,14.6,47.9,31.3
31,PASSAIC,5570,WAYNE TWP,65.0,ANTHONY WAYNE MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,176,22,154,746,8.4,15.6,26,48.1,1.9,8,235,23,212,773,5.2,6.6,13.7,43.4,31.1
31,PASSAIC,5570,WAYNE TWP,83.0,GEORGE WASHINGTON MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,141,739,10.6,24.1,22,43.3,0,8,*,*,177,769,2.8,6.8,16.4,49.2,24.9
31,PASSAIC,5570,WAYNE TWP,145.0,SCHUYLER-COLFAX MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,180,12,168,741,11.3,16.7,28,41.7,2.4,8,222,12,210,768,5.2,9.5,14.3,45.2,25.7
31,PASSAIC,5570,WAYNE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,501,38,463,742,10.2,18.6,25.5,44.3,1.5,8,640,41,599,770,4.5,7.7,14.7,45.7,27.4
31,PASSAIC,5650,WEST MILFORD TWP,55.0,MACOPIN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,188,24,164,720,22.6,32.3,27.4,17.7,0,8,261,28,233,751,8.6,11.2,27,45.1,8.2
31,PASSAIC,5650,WEST MILFORD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,188,24,164,720,22.6,32.3,27.4,17.7,0,8,261,28,233,751,8.6,11.2,27,45.1,8.2
31,PASSAIC,5690,WOODLAND PARK,70.0,MEMORIAL MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,79,721,22.8,34.2,25.3,16.5,1.3,8,*,*,103,750,11.7,17.5,16.5,43.7,10.7
31,PASSAIC,5690,WOODLAND PARK,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,79,721,22.8,34.2,25.3,16.5,1.3,8,*,*,103,750,11.7,17.5,16.5,43.7,10.7
33,SALEM,0060,ALLOWAY TWP,20.0,ALLOWAY TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,24,726,25,25,16.7,33.3,0,8,*,*,38,756,7.9,13.2,23.7,39.5,15.8
33,SALEM,0060,ALLOWAY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,24,726,25,25,16.7,33.3,0,8,*,*,38,756,7.9,13.2,23.7,39.5,15.8
33,SALEM,1350,ELSINBORO TWP,50.0,ELSINBORO TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,15,732,20,20,6.7,53.3,0,8,*,*,15,751,13.3,20,13.3,33.3,20
33,SALEM,1350,ELSINBORO TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,15,732,20,20,6.7,53.3,0,8,*,*,15,751,13.3,20,13.3,33.3,20
33,SALEM,2800,LOWER ALLOWAYS CREEK,50.0,LOWER ALLOWAYS CREEK ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,19,752,10.5,10.5,21.1,52.6,5.3,8,*,*,19,750,0,10.5,47.4,42.1,0
33,SALEM,2800,LOWER ALLOWAYS CREEK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,19,752,10.5,10.5,21.1,52.6,5.3,8,*,*,19,750,0,10.5,47.4,42.1,0
33,SALEM,2950,MANNINGTON TWP,50.0,MANNINGTON TOWNSHIP ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,22,771,0,9.1,18.2,45.5,27.3,8,*,*,22,757,0,13.6,36.4,36.4,13.6
33,SALEM,2950,MANNINGTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,22,771,0,9.1,18.2,45.5,27.3,8,*,*,22,757,0,13.6,36.4,36.4,13.6
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,105.0,PENNS GROVE MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,162,23,139,719,36.7,20.9,20.9,21.6,0,8,163,22,141,716,34,24.8,23.4,17,.7
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,162,23,139,719,36.7,20.9,20.9,21.6,0,8,163,22,141,716,34,24.8,23.4,17,.7
33,SALEM,4075,PENNSVILLE,55.0,PENNSVILLE MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,107,720,22.4,32.7,31.8,13.1,0,8,*,*,146,739,13.7,16.4,32.2,33.6,4.1
33,SALEM,4075,PENNSVILLE,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,108,719,23.1,32.4,31.5,13,0,8,*,*,147,738,14.3,16.3,32,33.3,4.1
33,SALEM,4150,PITTSGROVE TWP,70.0,PITTSGROVE TOWNSHIP MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,94,12,82,725,19.5,23.2,39,18.3,0,8,132,11,121,743,11.6,15.7,28.9,37.2,6.6
33,SALEM,4150,PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,94,12,82,725,19.5,23.2,39,18.3,0,8,132,11,121,743,11.6,15.7,28.9,37.2,6.6
33,SALEM,4280,QUINTON TWP,50.0,QUINTON TOWNSHIP SCHOOL,A,TOTAL,ALL STUDENTS,*,*,29,748,3.4,24.1,17.2,48.3,6.9,8,*,*,29,741,6.9,17.2,34.5,37.9,3.4
33,SALEM,4280,QUINTON TWP,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,29,748,3.4,24.1,17.2,48.3,6.9,8,*,*,29,741,6.9,17.2,34.5,37.9,3.4
33,SALEM,4630,SALEM CITY,90.0,SALEM MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,58,713,36.2,32.8,15.5,15.5,0,8,*,*,67,728,20.9,19.4,28.4,31.3,0
33,SALEM,4630,SALEM CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,58,713,36.2,32.8,15.5,15.5,0,8,*,*,67,728,20.9,19.4,28.4,31.3,0
33,SALEM,5320,UPPER PITTSGROVE TWP,70.0,UPPER PITTSGROVE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,27,728,18.5,25.9,29.6,25.9,0,8,*,*,37,752,2.7,8.1,43.2,35.1,10.8
33,SALEM,5320,UPPER PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,27,728,18.5,25.9,29.6,25.9,0,8,*,*,37,752,2.7,8.1,43.2,35.1,10.8
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,70.0,WOODSTOWN MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,45,721,15.6,40,31.1,13.3,0,8,*,*,100,765,3,10,19,45,23
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,45,721,15.6,40,31.1,13.3,0,8,*,*,100,765,3,10,19,45,23
35,SOMERSET,0240,BEDMINSTER TWP,20.0,BEDMINSTER TOWNSHIP PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,20,721,25,25,25,25,0,8,*,*,46,771,6.5,6.5,8.7,47.8,30.4
35,SOMERSET,0240,BEDMINSTER TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,20,721,25,25,25,25,0,8,*,*,46,771,6.5,6.5,8.7,47.8,30.4
35,SOMERSET,0350,BERNARDS TWP,55.0,WILLIAM ANNIN MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,136,63,73,732,15.1,20.5,30.1,32.9,1.4,8,458,161,297,777,2.4,4,11.1,54.5,27.9
35,SOMERSET,0350,BERNARDS TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,136,63,73,732,15.1,20.5,30.1,32.9,1.4,8,458,161,297,777,2.4,4,11.1,54.5,27.9
35,SOMERSET,0490,BOUND BROOK BORO,302.0,COMMUNITY MIDDLE SCHOOL,B,TOTAL,ALL STUDENTS,*,*,82,711,36.6,32.9,22,8.5,0,8,*,*,108,741,14.8,14.8,32.4,31.5,6.5
35,SOMERSET,0490,BOUND BROOK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,83,712,36.1,32.5,21.7,9.6,0,8,*,*,110,740,15.5,15.5,31.8,30.9,6.4
35,SOMERSET,0510,BRANCHBURG TWP,20.0,BRANCHBURG CENTRAL MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,66,731,13.6,18.2,40.9,27.3,0,8,173,25,148,755,4.1,10.8,29.7,45.9,9.5
35,SOMERSET,0510,BRANCHBURG TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,66,731,13.6,18.2,40.9,27.3,0,8,173,25,148,755,4.1,10.8,29.7,45.9,9.5
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,10.0,BRIDGEWATER-RARITAN REGIONAL MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,317,39,278,737,7.6,20.5,34.9,37.1,0,8,683,51,632,780,2.1,4,15.5,39.2,39.2
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,318,39,279,737,7.5,20.4,34.8,37.3,0,8,684,51,633,780,2.1,3.9,15.5,39.2,39.3
35,SOMERSET,1610,FRANKLIN TWP,160.0,FRANKLIN MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,412,20,392,729,16.8,27,30.9,24.2,1,8,510,20,490,744,11.8,17.6,25.7,34.9,10
35,SOMERSET,1610,FRANKLIN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,413,20,393,729,17,27,30.8,24.2,1,8,511,20,491,744,11.8,17.7,25.7,34.8,10
35,SOMERSET,1810,GREEN BROOK TWP,30.0,GREEN BROOK MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,58,727,15.5,22.4,44.8,17.2,0,8,*,*,117,764,8.5,8.5,15.4,44.4,23.1
35,SOMERSET,1810,GREEN BROOK TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,58,727,15.5,22.4,44.8,17.2,0,8,*,*,117,764,8.5,8.5,15.4,44.4,23.1
35,SOMERSET,2170,HILLSBOROUGH TWP,35.0,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,261,16,245,733,10.6,21.6,37.6,30.2,0,8,600,29,571,764,6.7,6.7,19.6,47.8,19.3
35,SOMERSET,2170,HILLSBOROUGH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,261,16,245,733,10.6,21.6,37.6,30.2,0,8,600,29,571,764,6.7,6.7,19.6,47.8,19.3
35,SOMERSET,3000,MANVILLE BORO,65.0,ALEXANDER BATCHO INTERMEDIATE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,81,724,11.1,40.7,32.1,16,0,8,*,*,113,752,5.3,16.8,23,44.2,10.6
35,SOMERSET,3000,MANVILLE BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,81,724,11.1,40.7,32.1,16,0,8,*,*,113,752,5.3,16.8,23,44.2,10.6
35,SOMERSET,3320,MONTGOMERY TWP,70.0,MONTGOMERY UPPER MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,*,*,99,731,11.1,30.3,32.3,26.3,0,8,*,*,393,771,2.5,6.4,16.3,48.6,26.2
